address,category,closed_from,closed_to,closed_to_date,district,formatted_add,lat,lng,municipality,notes,retrieval_date,school,school_code,search_coo,status,status_date,latest_update,level,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,status_match
ΠΛΑΤΑΙΕΣ,,2021-01-15,28-01-2021,2021-01-28,,"Plataea 322 00, Greece",38.2131412,23.2720804,ΘΗΒΑΙΩΝ,"Γ1 (Γ Τάξη), Γ1 ΑΓΓΛΙΚΑ (Γ Τάξη), Δ1 (Δ Τάξη), Δ1 ΑΓΓΛΙΚΑ (Δ Τάξη) από 15/1 έως και 28/1",2021-01-15,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΛΑΤΑΙΩΝ,9070054.0,"ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΛΑΤΑΙΩΝ,ΠΛΑΤΑΙΕΣ,ΘΗΒΑΙΩΝ",Επαναλειτουργία τμημάτων/τάξεων,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,True
25ης ΜΑΡΤΙΟΥ 1-3,,2021-01-15,28-01-2021,2021-01-28,,"25is Martiou 1, Stamata 145 75, Greece",38.1250761,23.8789584,ΔΙΟΝΥΣΟΥ,"ΑΓΓΛΙΚΑ Δ (Δ Τάξη), Δ΄ ΤΑΞΗ (Δ Τάξη) από 15/1 έως και 28/1",2021-01-15,ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΤΑΜΑΤΑΣ,9050294.0,"ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΤΑΜΑΤΑΣ,25ης ΜΑΡΤΙΟΥ 1-3,ΔΙΟΝΥΣΟΥ",Επαναλειτουργία τμημάτων/τάξεων,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,True
ΚΑΛΛΙΣΘΕΝΗ  2,,2021-01-14,28-01-2021,2021-01-19,,"Kalisthenous, Theofilou ke, Larisa 413 35, Greece",39.6155463,22.4259714,ΛΑΡΙΣΑΙΩΝ,Α2 (Α Τάξη) από 14/1 έως και 28/1,2021-01-15,22ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΡΙΣΑΣ,9310113.0,"22ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΡΙΣΑΣ,ΚΑΛΛΙΣΘΕΝΗ  2,ΛΑΡΙΣΑΙΩΝ",Επαναλειτουργία τμημάτων/τάξεων,2021-01-30 15:09:06.356336,2021-01-20,Δημοτικά,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,True
ΒΕΝΙΖΕΛΟΥ 4,,2021-01-12,25-01-2021,2021-01-25,,"El. ke Sofokli Venizelou 4, Naousa 592 00, Greece",40.6309186,22.0702911,ΗΡΩΙΚΗΣ ΠΟΛΕΩΣ ΝΑΟΥΣΑΣ,"Α (Α Τάξη), Α ΑΓΓΛΙΚΑ (Α Τάξη), Ζ0*Α1 (Α Τάξη), Ζ1*Α1 (Α Τάξη), ΠΖ Α (Α Τάξη) από 12/1 έως και 25/1",2021-01-15,7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΑΟΥΣΑΣ,9160193.0,"7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΑΟΥΣΑΣ,ΒΕΝΙΖΕΛΟΥ 4,ΗΡΩΙΚΗΣ ΠΟΛΕΩΣ ΝΑΟΥΣΑΣ",Επαναλειτουργία τμημάτων/τάξεων,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,True
ΔΡΥΜΟΣ,,2021-01-13,26-01-2021,2021-01-13,,"Drymos 545 00, Greece",40.778924,22.9634931,ΩΡΑΙΟΚΑΣΤΡΟΥ,ΠΡΩΙΝΟ 1 (ΠΡΟΝΗΠΙΑ-ΝΗΠΙΑ Τάξη) από 13/1 έως και 26/1,2021-01-15,ΝΗΠΙΑΓΩΓΕΙΟ ΔΡΥΜΟΥ ΘΕΣΣΑΛΟΝΙΚΗΣ,9190485.0,"ΝΗΠΙΑΓΩΓΕΙΟ ΔΡΥΜΟΥ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΡΥΜΟΣ,ΩΡΑΙΟΚΑΣΤΡΟΥ",Επαναλειτουργία τμημάτων/τάξεων,2021-01-30 15:09:06.356336,2021-01-14,Νηπιαγωγεία,,,Μερική αναστολή,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,True
ΜΕΓΑΛΟΥ ΑΛΕΞΑΝΔΡΟΥ 118,,2021-01-13,26-01-2021,2021-01-26,,"Aiginio 603 00, Greece",40.5015071,22.5389625,ΠΥΔΝΑΣ-ΚΟΛΙΝΔΡΟΥ,"ΑΓΓΛΙΚΑ Ε΄ (Ε Τάξη), ΓΕΡΜΑΝΙΚΑ Ε΄ (Ε Τάξη), Ε1 (Ε Τάξη), Ζ0*Ε1 (Ε Τάξη), Ζ1*Ε2 (Ε Τάξη), Ζ2*Ε2 (Ε Τάξη) από 13/1 έως και 26/1",2021-01-15,2ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΛΙΝΔΡΟΥ,9390019.0,"2ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΛΙΝΔΡΟΥ,ΜΕΓΑΛΟΥ ΑΛΕΞΑΝΔΡΟΥ 118,ΠΥΔΝΑΣ-ΚΟΛΙΝΔΡΟΥ",Επαναλειτουργία τμημάτων/τάξεων,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,True
ΚΕΝΝΕΝΤΥ 50,,2021-01-13,25-01-2021,2021-01-25,,"Tzon Kennenti 50, Pilea 555 35, Greece",40.5982306,22.9974415,ΠΥΛΑΙΑΣ-ΧΟΡΤΙΑΤΗ,ΣΤ2 (ΣΤ Τάξη) από 13/1 έως και 25/1,2021-01-15,1ο ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΘΕΣΣΑΛΟΝΙΚΗ - ΑΡΙΣΤΟΤΕΛΕΙΟ ΚΟΛΛΕΓΙΟ,7191010.0,"1ο ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΘΕΣΣΑΛΟΝΙΚΗ - ΑΡΙΣΤΟΤΕΛΕΙΟ ΚΟΛΛΕΓΙΟ,ΚΕΝΝΕΝΤΥ 50,ΠΥΛΑΙΑΣ-ΧΟΡΤΙΑΤΗ",Επαναλειτουργία τμημάτων/τάξεων,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,True
ΠΙΝΔΟΥ 27,,2021-01-14,27-01-2021,2021-01-27,,"Pindou 27, Ag. Paraskevi 153 43, Greece",38.0216828,23.8325318,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,Α2 ΓΕΝΙΚΗΣ (Α Τάξη) από 14/1 έως και 27/1,2021-01-15,ΕΙΔΙΚΟ ΓΥΜΝΑΣΙΟ ΚΩΦΩΝ ΚΑΙ ΒΑΡΗΚΟΩΝ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,501718.0,"ΕΙΔΙΚΟ ΓΥΜΝΑΣΙΟ ΚΩΦΩΝ ΚΑΙ ΒΑΡΗΚΟΩΝ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,ΠΙΝΔΟΥ 27,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ",Επαναλειτουργία τμημάτων/τάξεων,2021-01-30 15:09:06.356336,2021-01-30,Ειδικά σχολεία & ΕΕΕΕΚ,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,True
Δρυοπίδος 9,,2021-01-12,24-01-2021,2021-01-24,,"Driopidos 9, Galatsi 111 47, Greece",38.020312,23.7590419,ΓΑΛΑΤΣΙΟΥ,Γ΄1 (Γ Τάξη) από 12/1 έως και 24/1,2021-01-15,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΑΛΑΤΣΙΟΥ,9050538.0,"2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΑΛΑΤΣΙΟΥ,Δρυοπίδος 9,ΓΑΛΑΤΣΙΟΥ",Επαναλειτουργία τμημάτων/τάξεων,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,True
ΠΟΥΛΑΝΤΖΑ & ΚΟΥΒΙΔΗ,,2021-01-12,25-01-2021,2021-01-25,,"Eleusis, Greece",38.0412749,23.5418125,ΕΛΕΥΣΙΝΑΣ,"Δ1 (Δ Τάξη), Δ1 ΑΓΓΛΙΚΩΝ (Δ Τάξη) από 12/1 έως και 25/1",2021-01-15,ΕΝΙΑΙΟ ΕΙΔΙΚΟ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΓΥΜΝΑΣΙΟ - ΛΥΚΕΙΟ ΕΛΕΥΣΙΝΑΣ,503035.0,"ΕΝΙΑΙΟ ΕΙΔΙΚΟ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΓΥΜΝΑΣΙΟ - ΛΥΚΕΙΟ ΕΛΕΥΣΙΝΑΣ,ΠΟΥΛΑΝΤΖΑ & ΚΟΥΒΙΔΗ,ΕΛΕΥΣΙΝΑΣ",Επαναλειτουργία τμημάτων/τάξεων,2021-01-30 15:09:06.356336,2021-01-30,Ειδικά σχολεία & ΕΕΕΕΚ,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,True
ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ,,2021-01-13,26-01-2021,2021-01-26,,"Δημοτικό Σχολείο Αγίας Παρασκευής, Ag. Paraskevi 501 00, Greece",40.218587,21.7750205,ΚΟΖΑΝΗΣ,"Α΄ (Α Τάξη), ΑΓΓΛΙΚΑ Α (Α Τάξη), ΑΓΓΛΙΚΑ Β (Β Τάξη), Β΄ (Β Τάξη) από 13/1 έως και 26/1",2021-01-15,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ ΚΟΖΑΝΗΣ,9270168.0,"ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ ΚΟΖΑΝΗΣ,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ,ΚΟΖΑΝΗΣ",Επαναλειτουργία τμημάτων/τάξεων,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,True
ΠΥΡΓΕΤΟΣ,,2021-01-15,25-01-2021,2021-01-19,,"Pyrgetos 400 07, Greece",39.9191621,22.5897076,ΤΕΜΠΩΝ,Α  ΤΑΞΗ (Α Τάξη) από 15/1 έως και 25/1,2021-01-15,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΥΡΓΕΤΟΥ,9310249.0,"ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΥΡΓΕΤΟΥ,ΠΥΡΓΕΤΟΣ,ΤΕΜΠΩΝ",Επαναλειτουργία τμημάτων/τάξεων,2021-01-30 15:09:06.356336,2021-01-20,Δημοτικά,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,True
ΑΓΙΟΣ ΣΤΕΦΑΝΟΣ,,2021-01-13,25-01-2021,2021-01-25,,"Άγιος Στέφανος, Kalimnos 852 00, Greece",36.9517354,26.9891085,ΚΑΛΥΜΝΙΩΝ,,2021-01-15,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΟΛΕΩΣ ΚΑΛΥΜΝΟΥ,9100152.0,"2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΟΛΕΩΣ ΚΑΛΥΜΝΟΥ,ΑΓΙΟΣ ΣΤΕΦΑΝΟΣ,ΚΑΛΥΜΝΙΩΝ",Επαναλειτουργία σχολείου,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Επαναλειτουργία σχολείου,Επαναλειτουργία σχολείου,Επαναλειτουργία σχολείου,Επαναλειτουργία σχολείου,Επαναλειτουργία σχολείου,True
ΚΡΟΚΟΣ,,2021-01-15,28-01-2021,2021-01-28,,"Krokos 500 10, Greece",40.2658356,21.8146359,ΚΟΖΑΝΗΣ,,2021-01-18,2ο  ΝΗΠΙΑΓΩΓΕΙΟ ΚΡΟΚΟΥ,9270345.0,"2ο  ΝΗΠΙΑΓΩΓΕΙΟ ΚΡΟΚΟΥ,ΚΡΟΚΟΣ,ΚΟΖΑΝΗΣ",Επαναλειτουργία σχολείου,2021-01-30 15:09:06.356336,2021-01-30,Νηπιαγωγεία,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Επαναλειτουργία σχολείου,Επαναλειτουργία σχολείου,True
ΑΙΜΙΛΙΑΝΟΥ ΓΡΕΒΕΝΩΝ 5,,2021-01-14,27-01-2021,2021-01-27,,"Emilianou Grevenon 5, Kozani 501 00, Greece",40.2971519,21.7817278,ΚΟΖΑΝΗΣ,,2021-01-18,9ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΖΑΝΗΣ,9270222.0,"9ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΖΑΝΗΣ,ΑΙΜΙΛΙΑΝΟΥ ΓΡΕΒΕΝΩΝ 5,ΚΟΖΑΝΗΣ",Επαναλειτουργία σχολείου,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Επαναλειτουργία σχολείου,Επαναλειτουργία σχολείου,Επαναλειτουργία σχολείου,True
ΤΕΡΜΑ  ΣΤ. ΒΛΑΧΟΠΟΥΛΟΥ,,2021-01-13,26-01-2021,2021-01-26,,"Xanthi 671 00, Greece",41.1378045,24.8801916,ΞΑΝΘΗΣ,Α1 (Α Τάξη) από 13/1 έως και 26/1,2021-01-18,5ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΞΑΝΘΗΣ,9370004.0,"5ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΞΑΝΘΗΣ,ΤΕΡΜΑ  ΣΤ. ΒΛΑΧΟΠΟΥΛΟΥ,ΞΑΝΘΗΣ",Επαναλειτουργία τμημάτων/τάξεων,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,True
ΠΗΓΗ ΛΕΣΒΟΣ,,2021-01-18,31-01-2021,2021-01-31,,"Loutropoli Thermis 811 00, Greece",39.1803665,26.4143316,ΜΥΤΙΛΗΝΗΣ,,2021-01-18,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΗΓΗΣ ΛΕΣΒΟΥ,9330089.0,"ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΗΓΗΣ ΛΕΣΒΟΥ,ΠΗΓΗ ΛΕΣΒΟΣ,ΜΥΤΙΛΗΝΗΣ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,True
