names,prize_money,best_rank,overall_surface_pct,hard_surface_pct,clay_surface_pct,grass_surface_pct,ranksDiff1,ranksDiff2,ranksDiff3,best_rank_std,age_turned_pro,age,plays,backhand,favorite_surface,hard_titles_std,clay_titles_std,titles_std,prize_money_std
Dinu Pescariu,56375.25,75,0.33,0.25,0.37,0.25,,,,,,45.0,3,1,4,,,,10.9397855113849
Diego Nargiso,129132.64,67,0.39,0.42,0.33,0.42,,,,,,49.0,2,1,3,,,,11.768595372144999
Patrik Fredriksson,82877.0,84,0.23,0.25,0.28,0.01,,,,2.0,21.0,46.0,3,1,15,,,,11.325112859927001
Sander Groen,167721.33,177,0.25,0.25,,0.2,,,,7.0,20.0,51.0,2,1,9,,,,12.030059131136401
Sandor Noszaly,47033.12,95,0.34,0.14,0.4,0.01,,,,7.0,15.0,47.0,3,3,2,,,,10.7586073133723
Mariano Sanchez,34622.5,210,0.8,0.99,0.67,,,,,3.0,17.0,41.0,3,1,1,,,,10.4522590387169
Mark Woodforde,534456.56,19,0.51,0.54,0.39,0.54,,,,12.0,18.0,54.0,2,3,5,0.1875,,0.25,13.1890057339274
Mark Merklein,45715.45,160,0.31,0.4,0.01,0.01,,,,3.0,21.0,47.0,3,1,10,,,,10.7301915941463
Mark Knowles,469980.67,96,0.37,0.34,0.33,0.47,,,,4.0,20.0,48.0,3,2,3,,,,13.0604468451809
Marcelo Filippini,127180.62,30,0.5,0.32,0.55,0.01,,,,3.0,19.0,52.0,3,2,4,,0.3125,0.3125,11.7533635597899
Robbie Koenig,188838.2,262,0.21,0.2,,0.33,,,,0.0,20.0,48.0,3,2,10,,,,12.148645842736
Grant Doyle,39754.62,173,0.13,0.18,0.01,0.01,,,,7.0,16.0,46.0,3,1,10,,,,10.590481339743802
Grant Stafford,119693.91,53,0.42,0.43,0.33,0.5,,,,4.0,18.0,48.0,3,1,9,,,,11.6926930130588
Guillaume Raoux,188392.77,35,0.44,0.46,0.29,0.44,,,,9.0,19.0,50.0,3,2,5,0.0769230769230769,,0.0769230769230769,12.146284264591902
Richey Reneberg,293820.53,20,0.54,0.55,0.51,0.57,,,,4.0,21.0,54.0,3,3,6,0.0666666666666667,0.0666666666666667,0.2,12.590724417748302
Roberto Jabali,31423.0,130,0.35,0.21,0.44,,,,,8.0,17.0,49.0,3,1,4,,,,10.355295387837199
Christophe Van Garsse,62432.5,131,0.57,0.46,0.67,0.5,,,,6.0,17.0,45.0,3,1,4,,,,11.041841252104199
Martin Stringari,35130.4,125,0.33,0.4,0.31,,,,,3.0,18.0,48.0,3,1,10,,,,10.4668221314746
